0.010428,0,1435,0
0.020933,0,1435,0
0.031296,0,1446,0
0.041729,0,1446,0
0.052111,0,1446,0
0.064289,0,1446,0
0.081336,0,1446,0
0.091804,0,1463,0
0.102191,0,1463,0
0.112538,0,1463,0
0.122880,0,1463,0
0.133299,0,1463,0
0.143685,0,1463,0
0.154036,0,1463,0
0.164392,0,1463,0
0.174698,0,1466,0
0.185812,0,1466,0
0.196154,0,1466,0
0.206681,0,1466,0
0.217061,0,1466,0
0.228466,0,1466,0
0.238808,0,1466,0
0.249216,0,1466,0
0.259626,0,1466,0
0.270463,0,1472,0
0.280842,0,1472,0
0.291277,0,1472,0
0.301689,0,1472,0
0.312033,0,1480,0
0.322369,0,1480,0
0.332786,0,1480,0
0.343541,0,1480,0
0.353879,0,1480,0
0.364280,0,1484,0
0.374657,0,1484,0
0.385227,0,1484,0
0.395571,0,1492,0
0.405952,0,1492,0
0.416365,0,1492,0
0.426780,0,1492,0
0.437344,0,1492,0
0.447946,0,1498,0
0.458295,0,1498,0
0.468688,0,1498,0
0.479046,0,1523,0
0.490523,0,1523,0
0.500863,0,1523,0
0.511305,0,1523,0
0.522285,0,1523,0
0.532674,0,1523,0
0.543053,0,1523,0
0.553434,0,1523,0
0.563938,0,1523,0
0.574288,0,1523,0
0.584672,0,1523,0
0.595049,0,1531,0
0.605479,0,1531,0
0.616017,0,1531,0
0.626418,0,1531,0
0.636769,0,1548,0
0.647740,0,1548,0
0.658108,0,1548,0
0.668520,0,1548,0
0.678915,0,1548,0
0.689320,0,1548,0
0.699779,0,1572,0
0.711260,0,1572,0
0.721710,0,1572,0
0.732071,0,1572,0
0.742466,0,1572,0
0.752834,0,1572,0
0.763212,0,1572,0
0.773680,0,1572,0
0.784451,0,1572,0
0.795683,0,1597,0
0.806052,0,1597,0
0.816408,0,1597,0
0.826805,0,1597,0
0.837185,0,1597,0
0.847567,0,1597,0
0.857901,0,1597,0
0.868724,0,1597,0
0.881975,0,1597,0
0.892341,0,1597,0
0.903220,0,1597,0
0.913549,0,1597,0
0.925008,0,1597,0
0.936433,0,1597,0
0.947043,0,1597,0
0.957456,0,1597,0
0.967894,0,1597,0
0.978238,0,1599,0
0.988620,0,1599,0
0.999035,0,1599,0
1.009369,0,1599,0
1.020127,0,1607,0
1.030503,0,1607,0
1.041362,0,1607,0
1.051798,0,1607,0
1.063067,0,1607,0
1.074529,0,1607,0
1.084947,0,1607,0
1.095321,0,1607,0
1.105721,0,1607,0
1.116595,0,1607,0
1.126973,0,1613,0
1.137488,0,1613,0
1.147881,0,1613,0
1.158473,0,1613,0
1.173651,0,1613,0
1.184091,0,1655,0
1.194818,0,1655,0
1.205235,0,1655,0
1.216306,0,1655,0
1.229221,0,1655,0
1.240249,0,1655,0
1.250626,0,1655,0
1.267234,0,1655,0
1.277718,0,1655,0
1.288173,0,1655,0
1.298635,0,1655,0
1.309099,0,1655,0
1.319583,0,1655,0
1.330014,0,1655,0
1.340634,0,1655,0
1.353122,0,1655,0
1.363467,0,1655,0
1.373816,0,1655,0
1.384296,0,1655,0
1.394674,0,1655,0
1.405036,0,1655,0
1.415476,0,1655,0
1.425860,0,1655,0
1.436289,0,1655,0
1.446737,0,1655,0
1.457160,0,1655,0
1.467545,0,1655,0
1.477905,0,1677,0
1.489300,0,1677,0
1.499747,0,1677,0
1.510165,0,1677,0
1.520587,0,1677,0
1.531030,0,1677,0
1.541439,0,1680,0
1.551939,0,1680,0
1.562367,0,1680,0
1.572727,0,1680,0
1.583206,0,1704,0
1.593714,0,1704,0
1.604035,0,1704,0
1.614390,0,1704,0
1.624814,0,1704,0
1.635213,0,1704,0
1.645658,0,1704,0
1.656100,0,1704,0
1.666523,0,1704,0
1.676894,0,1709,0
1.687261,0,1709,0
1.697704,0,1709,0
1.708115,0,1709,0
1.718566,0,1719,0
1.728915,0,1719,0
1.739311,0,1719,0
1.749695,0,1719,0
1.760172,0,1719,0
1.771261,0,1733,0
1.781634,0,1733,0
1.792021,0,1733,0
1.802452,0,1733,0
1.812877,0,1733,0
1.823255,0,1733,0
1.833651,0,1733,0
1.844014,0,1733,0
1.854402,0,1733,0
1.864789,0,1760,0
1.875150,0,1760,0
1.885501,0,1760,0
1.896022,0,1760,0
1.906363,0,1760,0
1.916752,0,1760,0
1.927145,0,1760,0
1.937554,0,1760,0
1.948489,0,1760,0
1.958873,0,1760,0
1.969312,0,1760,0
1.980632,0,1760,0
1.992785,0,1766,0
2.003184,0,1766,0
2.013699,0,1766,0
2.024343,0,1766,0
2.034791,0,1766,0
2.045308,0,1773,0
2.056097,0,1773,0
2.066998,0,1773,0
2.077361,0,1773,0
2.087826,0,1786,0
2.098214,0,1786,0
2.108627,0,1786,0
2.119106,0,1786,0
2.129496,0,1786,0
2.140013,0,1786,0
2.151436,0,1786,0
2.161812,0,1786,0
2.172265,0,1786,0
2.182634,0,1786,0
2.193038,0,1786,0
2.203456,0,1786,0
2.213812,0,1786,0
2.224167,0,1786,0
2.234547,0,1786,0
2.244931,0,1786,0
2.255341,0,1786,0
2.265694,0,1786,0
2.277045,0,1786,0
2.287425,0,1788,0
2.297767,0,1788,0
2.308166,0,1788,0
2.318591,0,1788,0
2.328976,0,1788,0
2.339355,0,1856,0
2.349741,0,1856,0
2.360097,0,1856,0
2.370473,0,1856,0
2.380859,0,1856,0
2.391270,0,1856,0
2.401667,0,1856,0
2.412057,0,1856,0
2.422409,0,1856,0
2.432866,0,1856,0
2.443257,0,1856,0
2.453686,0,1856,0
2.464108,0,1856,0
2.475260,0,1856,0
2.485678,0,1856,0
2.496141,0,1856,0
2.506536,0,1856,0
2.516949,0,1856,0
2.527406,0,1856,0
2.537772,0,1856,0
2.548176,0,1856,0
2.558529,0,1856,0
2.568969,0,1856,0
2.579357,0,1856,0
2.589730,0,1856,0
2.600093,0,1856,0
2.610456,0,1856,0
2.621189,0,1856,0
2.631568,0,1856,0
2.642554,0,1856,0
2.653057,0,1856,0
2.663571,0,1856,0
2.673944,0,1856,0
2.684335,0,1856,0
2.695974,0,1856,0
2.706455,0,1856,0
2.716856,0,1856,0
2.727290,0,1856,0
2.737701,0,1877,0
2.748126,0,1877,0
2.758480,0,1877,0
2.768882,0,1877,0
2.779283,0,1877,0
2.789711,0,1877,0
2.800154,0,1877,0
2.810564,0,1877,0
2.820929,0,1878,0
2.831348,0,1878,0
2.841834,0,1878,0
2.852900,0,1878,0
2.863407,0,1878,0
2.873826,0,1878,0
2.884258,0,1878,0
2.894668,0,1878,0
2.905024,0,1878,0
2.915415,0,1878,0
2.925782,0,1878,0
2.943696,0,1878,0
2.959634,0,1878,0
2.969993,0,1892,0
2.980432,0,1892,0
2.990854,0,1892,0
3.001254,0,1892,0
3.011643,0,1892,0
3.022071,0,1892,0
3.032713,0,1892,0
3.043755,0,1897,0
3.054715,0,1897,0
3.065352,0,1897,0
3.075877,0,1897,0
3.086314,0,1897,0
3.096722,0,1928,0
3.107107,0,1928,0
3.118551,0,1928,0
3.128959,0,1928,0
3.139364,0,1928,0
3.149723,0,1928,0
3.160134,0,1928,0
3.170530,0,1928,0
3.180899,0,1931,0
3.191290,0,1931,0
3.201699,0,1931,0
3.212018,0,1939,0
3.222419,0,1939,0
3.232810,0,1939,0
3.243201,0,1939,0
3.253635,0,1946,0
3.264037,0,1946,0
3.274428,0,1946,0
3.284841,0,1952,0
3.295376,0,1952,0
3.305831,0,1952,0
3.318730,0,1952,0
3.329168,0,1963,0
3.339543,0,1963,0
3.349939,0,1963,0
3.361386,0,1963,0
3.371797,0,1963,0
3.382624,0,1963,0
3.393014,0,1975,0
3.404135,0,1975,0
3.414522,0,1975,0
3.424964,0,1975,0
3.435336,0,1975,0
3.445715,0,1975,0
3.456381,0,1975,0
3.466808,0,1975,0
3.477367,0,1982,0
3.487838,0,1982,0
3.498233,0,1982,0
3.508675,0,1982,0
3.519183,0,1993,0
3.529649,0,1993,0
3.540008,0,1993,0
3.550422,0,1993,0
3.560787,0,1993,0
3.571149,0,1993,0
3.581496,0,2001,0
3.591954,0,2001,0
3.603005,0,2001,0
3.613446,0,2001,0
3.623951,0,2013,0
3.634342,0,2013,0
3.644702,0,2013,0
3.655079,0,2013,0
3.665487,0,2013,0
3.675980,0,2013,0
3.686409,0,2013,0
3.696819,0,2013,0
3.707283,0,2013,0
3.717726,0,2013,0
3.728126,0,2013,0
3.738543,0,2013,0
3.748949,0,2013,0
3.759424,0,2013,0
3.769820,0,2014,0
3.780249,0,2014,0
3.790645,0,2014,0
3.801050,0,2014,0
3.811490,0,2014,0
3.821836,0,2014,0
3.832190,0,2014,0
3.842587,0,2014,0
3.852981,0,2024,0
3.863373,0,2024,0
3.873729,0,2024,0
3.884129,0,2024,0
3.894513,0,2024,0
3.904881,0,2024,0
3.915309,0,2028,0
3.925711,0,2028,0
3.936070,0,2028,0
3.946612,0,2028,0
3.956989,0,2030,0
3.967354,0,2030,0
3.977719,0,2030,0
3.988141,0,2030,0
3.998498,0,2038,0
4.008872,0,2038,0
4.019269,0,2038,0
4.029701,0,2038,0
4.040361,0,2048,0
4.050741,0,2048,0
4.063697,0,2048,0
4.076268,0,2048,0
4.086641,0,2048,0
4.096998,0,2048,0
4.107359,0,2065,0
4.117711,0,2065,0
4.128097,0,2065,0
4.138462,0,2065,0
4.148856,0,2065,0
4.159253,0,2065,0
4.169716,0,2065,0
4.180105,0,2067,0
4.190493,0,2067,0
4.200851,0,2067,0
4.211262,0,2073,0
4.221702,0,2073,0
4.232103,0,2073,0
4.242473,0,2080,0
4.252927,0,2080,0
4.263388,0,2080,0
4.273756,0,2097,0
4.284099,0,2099,0
4.294516,0,2099,0
4.304923,0,2099,0
4.315402,0,2099,0
4.325772,0,2099,0
4.336168,0,2099,0
4.346529,0,2099,0
4.357030,0,2099,0
4.367565,0,2099,0
4.378077,0,2099,0
4.388447,0,2099,0
4.398908,0,2099,0
4.409355,0,2099,0
4.419941,0,2119,0
4.430337,0,2119,0
4.440752,0,2119,0
4.451204,0,2119,0
